DATE TIME,AGP
2016-04-06,13.66
2016-04-07,10.4
2016-04-08,8.97
2016-04-09,8.86
2016-04-10,9.42
2016-04-11,12.43
2016-04-12,14.66
2016-04-13,14.51
2016-04-14,13.35
2016-04-15,13.44
2016-04-16,13.56
2016-04-17,13.76
2016-04-18,12.54
2016-04-19,8.91
2016-04-20,6.1
2016-04-21,5.78
2016-04-22,4.83
2016-04-23,5.59
2016-04-24,7.95
2016-04-25,10.18
2016-04-26,10.89
2016-04-27,11.31
2016-04-28,11.92
2016-04-29,12.4
2016-04-30,12.92
2016-05-01,13.2
2016-05-02,13.53
2016-05-03,12.06
2016-05-04,10.13
2016-05-05,7.82
2016-05-06,7.49
2016-05-07,9.14
2016-05-08,10.66
2016-05-09,11.45
2016-05-10,8.46
2016-05-11,4.65
2016-05-12,3.0
2016-05-13,2.46
2016-05-14,2.6
2016-05-15,2.07
2016-05-16,1.72
2016-05-17,2.25
2016-05-18,1.23
2016-05-19,0.67
2016-05-20,-0.16
2016-05-21,2.12
2016-05-22,1.72
2016-05-23,0.26
2016-05-24,-0.22
2016-05-25,-0.1
2016-05-26,-0.15
2016-05-27,-0.2
2016-05-28,-0.12
2016-05-29,-0.25
2016-05-30,-0.27
2016-05-31,-0.13
2016-06-01,-0.19
2016-06-02,-0.2
2016-06-03,-0.18
2016-06-04,-0.1
2016-06-05,-0.22
2016-06-06,-0.15
2016-06-07,-0.08
2016-06-08,-0.06
2016-06-09,0.05
2016-06-10,-0.13
2016-06-11,-0.22
2016-06-12,-0.08
2016-06-13,-0.12
2016-06-14,0.05
2016-06-15,0.01
2016-06-16,0.06
2016-06-17,-0.03
2016-06-18,-0.01
2016-06-19,-0.08
2016-06-20,-0.08
2016-06-21,-0.07
2016-06-22,-0.06
2016-06-23,-0.07
2016-06-24,-0.09
2016-06-25,-0.08
2016-06-26,-0.1
2016-06-27,-0.15
2016-06-28,-0.14
2016-06-29,-0.01
2016-06-30,-0.14
2016-07-01,-0.16
2016-07-02,-0.09
2016-07-03,-0.22
2016-07-04,-0.28
2016-07-05,-0.14
2016-07-06,-0.32
2016-07-07,-0.32
2016-07-08,-0.23
2016-07-09,-0.35
2016-07-10,-0.33
2016-07-11,-0.34
2016-07-12,-0.29
2016-07-13,-0.4
2016-07-14,-0.32
2016-07-15,-0.22
2016-07-16,-0.26
2016-07-17,-0.48
2016-07-18,-0.54
2016-07-19,-0.42
2016-07-20,-0.52
2016-07-21,-0.45
2016-07-22,-0.56
2016-07-23,-0.48
2016-07-24,-0.54
2016-07-25,-0.51
2016-07-26,-0.61
2016-07-27,-0.6
2016-07-28,-0.5
2016-07-29,-0.54
2016-07-30,-0.52
2016-07-31,-0.54
2016-08-01,-0.55
2016-08-02,-0.52
2016-08-03,-0.54
2016-08-04,-0.47
2016-08-05,-0.57
2016-08-06,-0.53
2016-08-07,-0.65
2016-08-08,-0.66
2016-08-09,-0.69
2016-08-10,-0.68
2016-08-11,-0.67
2016-08-12,-0.66
2016-08-13,-0.55
2016-08-14,-0.61
2016-08-15,-0.56
2016-08-16,-0.57
2016-08-17,-0.55
2016-08-18,-0.61
2016-08-19,-0.67
2016-08-20,-0.7
2016-08-21,-0.66
2016-08-22,-0.64
2016-08-23,-0.69
2016-08-24,-0.77
2016-08-25,-0.69
2016-08-26,-0.67
2016-08-27,-0.69
2016-08-28,-0.61
2016-08-29,-0.66
2016-08-30,-0.6
2016-08-31,-0.65
2016-09-01,-0.61
2016-09-02,-0.55
2016-09-03,-0.59
2016-09-04,-0.56
2016-09-05,-0.66
2016-09-06,-0.68
2016-09-07,-0.69
2016-09-08,-0.63
2016-09-09,-0.65
2016-09-10,-0.5
2016-09-11,-0.66
2016-09-12,-0.71
2016-09-13,-0.73
2016-09-14,0.05
2016-09-15,0.06
2016-09-16,0.08
2016-09-17,0.07
2016-09-18,0.22
2016-09-19,0.16
2016-09-20,0.16
2016-09-21,0.16
2016-09-22,0.38
2016-09-23,0.3
2016-09-24,0.23
2016-09-25,0.26
2016-09-26,0.26
2016-09-27,0.17
2016-09-28,0.16
2016-09-29,0.18
2016-09-30,0.05
2016-10-01,0.1
2016-10-02,0.04
2016-10-03,-0.21
2016-10-04,-0.04
2016-10-05,-0.02
2016-10-06,0.05
2016-10-07,-0.07
2016-10-08,-0.05
2016-10-09,0.04
2016-10-10,-0.06
2016-10-11,-0.08
2016-10-12,-0.1
2016-10-13,-0.12
2016-10-14,-0.02
2016-10-15,0.19
2016-10-16,0.73
2016-10-17,0.98
2016-10-18,0.88
2016-10-19,1.5
2016-10-20,1.14
2016-10-21,0.49
2016-10-22,0.66
2016-10-23,0.28
2016-10-24,0.42
2016-10-25,1.31
2016-10-26,0.37
2016-10-27,0.49
2016-10-28,0.46
2016-10-29,0.77
2016-10-30,0.38
2016-10-31,1.14
2016-11-01,0.95
2016-11-02,1.66
2016-11-03,2.6
2016-11-04,3.35
2016-11-05,2.36
2016-11-06,2.15
2016-11-07,1.17
2016-11-08,0.72
2016-11-09,0.8
2016-11-10,0.92
2016-11-11,1.09
2016-11-12,0.33
2016-11-13,1.57
2016-11-14,1.27
2016-11-15,1.19
2016-11-16,1.09
2016-11-17,2.64
2016-11-18,2.02
2016-11-19,1.01
2016-11-20,1.61
2016-11-21,1.23
2016-11-22,3.01
2016-11-23,2.75
2016-11-24,3.75
2016-11-25,4.9
2016-11-26,5.95
2016-11-27,5.32
2016-11-28,5.07
2016-11-29,4.68
2016-11-30,4.34
2016-12-01,4.02
2016-12-02,3.79
2016-12-03,3.67
2016-12-04,3.78
2016-12-05,3.75
2016-12-06,3.99
2016-12-07,4.88
2016-12-08,5.47
2016-12-09,5.44
2016-12-10,5.09
2016-12-11,5.68
2016-12-12,5.35
2016-12-13,4.97
2016-12-14,4.59
2016-12-15,4.34
2016-12-16,8.94
2016-12-17,9.12
2016-12-18,9.04
2016-12-19,8.87
2016-12-20,8.68
2016-12-21,8.49
2016-12-22,8.34
2016-12-23,8.13
2016-12-24,9.26
2016-12-25,9.23
2016-12-26,9.14
2016-12-27,9.03
2016-12-28,8.84
2016-12-29,8.8
2016-12-30,8.67
2016-12-31,8.58
2017-01-01,8.5
2017-01-02,8.29
2017-01-03,8.29
2017-01-04,10.31
2017-01-05,13.41
2017-01-06,13.37
2017-01-07,13.37
2017-01-08,17.0
2017-01-09,21.97
2017-01-10,23.89
2017-01-11,26.68
2017-01-12,27.98
2017-01-13,29.56
2017-01-14,29.92
2017-01-15,30.14
2017-01-16,30.32
2017-01-17,30.52
2017-01-18,30.71
2017-01-19,32.89
2017-01-20,33.46
2017-01-21,35.51
2017-01-22,36.76
2017-01-23,41.46
2017-01-24,41.6
2017-01-25,41.6
2017-01-26,41.6
2017-01-27,41.71
2017-01-28,41.77
2017-01-29,41.83
2017-01-30,41.95
2017-01-31,41.93
2017-02-01,41.89
2017-02-02,41.81
2017-02-03,42.17
2017-02-04,
2017-02-05,42.96
2017-02-06,43.56
2017-02-07,45.04
2017-02-08,47.51
2017-02-09,47.94
2017-02-10,49.96
2017-02-11,51.42
2017-02-12,51.4
2017-02-13,51.12
2017-02-14,50.78
2017-02-15,50.41
2017-02-16,49.93
2017-02-17,50.05
2017-02-18,51.86
2017-02-19,51.73
2017-02-20,52.05
2017-02-21,55.45
2017-02-22,56.96
2017-02-23,56.92
2017-02-24,56.59
2017-02-25,56.43
2017-02-26,56.17
2017-02-27,55.85
2017-02-28,55.73
2017-03-01,55.58
2017-03-02,55.24
2017-03-03,54.57
2017-03-04,54.4
2017-03-05,53.67
2017-03-06,54.42
2017-03-07,54.4
2017-03-08,54.33
2017-03-09,54.73
2017-03-10,55.34
2017-03-11,54.45
2017-03-12,53.78
2017-03-13,54.08
2017-03-14,53.68
2017-03-15,53.01
2017-03-16,52.33
2017-03-17,51.71
2017-03-18,51.54
2017-03-19,51.59
2017-03-20,52.02
2017-03-21,52.78
2017-03-22,54.67
2017-03-23,54.94
2017-03-24,55.24
2017-03-25,56.09
2017-03-26,56.06
2017-03-27,55.83
2017-03-28,55.6
2017-03-29,55.34
2017-03-30,55.18
2017-03-31,55.26
2017-04-01,55.75
2017-04-02,56.28
2017-04-03,56.43
2017-04-04,56.87
2017-04-05,57.08
2017-04-06,55.15
2017-04-07,57.14
2017-04-08,59.95
2017-04-09,60.61
2017-04-10,60.87
2017-04-11,60.95
2017-04-12,61.09
2017-04-13,61.12
2017-04-14,61.42
2017-04-15,61.35
2017-04-16,61.1
2017-04-17,60.82
2017-04-18,61.04
2017-04-19,61.68
2017-04-20,61.25
2017-04-21,60.59
2017-04-22,57.98
2017-04-23,54.81
2017-04-24,50.0
2017-04-25,41.44
2017-04-26,35.45
2017-04-27,23.45
2017-04-28,12.87
2017-04-29,6.99
2017-04-30,3.89
2017-05-01,3.06
2017-05-02,1.4
2017-05-03,0.9
2017-05-04,0.79
2017-05-05,0.72
2017-05-06,0.69
2017-05-07,0.72
2017-05-08,1.08
2017-05-09,1.86
2017-05-10,2.61
2017-05-11,1.47
2017-05-12,0.92
2017-05-13,0.72
2017-05-14,0.71
2017-05-15,0.72
2017-05-16,0.72
2017-05-17,0.85
2017-05-18,1.53
2017-05-19,1.82
2017-05-20,1.21
2017-05-21,0.94
2017-05-22,0.75
2017-05-23,0.63
2017-05-24,0.58
2017-05-25,0.5
2017-05-26,0.55
2017-05-27,0.59
2017-05-28,0.62
2017-05-29,0.63
2017-05-30,0.66
2017-05-31,0.71
2017-06-01,0.73
2017-06-02,0.81
2017-06-03,0.85
2017-06-04,0.88
2017-06-05,0.92
2017-06-06,0.89
2017-06-07,0.89
2017-06-08,0.84
2017-06-09,0.87
2017-06-10,0.95
2017-06-11,0.85
2017-06-12,0.85
2017-06-13,0.88
2017-06-14,0.92
2017-06-15,0.93
2017-06-16,0.94
2017-06-17,0.98
2017-06-18,1.18
2017-06-19,1.45
2017-06-20,1.56
2017-06-21,1.76
2017-06-22,1.88
2017-06-23,1.21
2017-06-24,1.02
2017-06-25,0.93
2017-06-26,0.92
2017-06-27,1.0
2017-06-28,0.92
2017-06-29,0.86
2017-06-30,0.85
2017-07-01,0.87
2017-07-02,0.84
2017-07-03,0.83
2017-07-04,0.84
2017-07-05,0.85
2017-07-06,0.87
2017-07-07,0.9
2017-07-08,0.9
2017-07-09,1.0
2017-07-10,0.95
2017-07-11,0.9
2017-07-12,0.93
2017-07-13,1.03
2017-07-14,0.88
2017-07-15,0.89
2017-07-16,0.9
2017-07-17,1.05
2017-07-18,0.89
2017-07-19,0.86
2017-07-20,0.86
2017-07-21,0.85
2017-07-22,0.88
2017-07-23,0.98
2017-07-24,0.82
2017-07-25,0.94
2017-07-26,0.77
2017-07-27,0.75
2017-07-28,0.74
2017-07-29,0.74
2017-07-30,0.75
2017-07-31,0.79
2017-08-01,0.83
2017-08-02,0.7
2017-08-03,0.8
2017-08-04,0.77
2017-08-05,0.57
2017-08-06,0.9
2017-08-07,1.1
2017-08-08,0.9
2017-08-09,0.94
2017-08-10,0.85
2017-08-11,0.96
2017-08-12,0.86
2017-08-13,0.82
2017-08-14,0.79
2017-08-15,0.76
2017-08-16,0.77
2017-08-17,0.7
2017-08-18,0.85
2017-08-19,0.82
2017-08-20,0.97
2017-08-21,0.95
2017-08-22,0.94
2017-08-23,0.95
2017-08-24,0.97
2017-08-25,0.95
2017-08-26,0.99
2017-08-27,0.93
2017-08-28,0.94
2017-08-29,0.98
2017-08-30,0.98
2017-08-31,1.01
2017-09-01,0.9
2017-09-02,1.0
2017-09-03,1.05
2017-09-04,1.22
2017-09-05,1.2
2017-09-06,1.19
2017-09-07,1.27
2017-09-08,1.27
2017-09-09,1.31
2017-09-10,1.39
2017-09-11,1.25
2017-09-12,1.48
2017-09-13,2.59
2017-09-14,2.27
2017-09-15,1.89
2017-09-16,1.82
2017-09-17,1.87
2017-09-18,1.8
2017-09-19,1.78
2017-09-20,1.71
2017-09-21,2.43
2017-09-22,2.59
2017-09-23,2.48
2017-09-24,3.07
2017-09-25,2.59
2017-09-26,
2017-09-27,2.07
2017-09-28,2.04
2017-09-29,1.85
2017-09-30,1.86
2017-10-01,1.9
2017-10-02,1.87
2017-10-03,1.79
2017-10-04,1.7
2017-10-05,1.75
2017-10-06,1.69
2017-10-07,1.77
2017-10-08,1.77
2017-10-09,1.64
2017-10-10,1.63
2017-10-11,1.71
2017-10-12,1.56
2017-10-13,1.53
2017-10-14,1.49
2017-10-15,1.53
2017-10-16,1.58
2017-10-17,1.6
2017-10-18,1.6
2017-10-19,1.56
2017-10-20,1.79
2017-10-21,1.86
2017-10-22,1.98
2017-10-23,1.84
2017-10-24,1.79
2017-10-25,1.78
2017-10-26,1.78
2017-10-27,1.73
2017-10-28,1.7
2017-10-29,1.69
2017-10-30,1.55
2017-10-31,1.43
2017-11-01,1.43
2017-11-02,1.46
2017-11-03,1.44
2017-11-04,1.31
2017-11-05,1.42
2017-11-06,1.78
2017-11-07,2.21
2017-11-08,1.93
2017-11-09,1.62
2017-11-10,1.37
2017-11-11,1.85
2017-11-12,1.57
2017-11-13,1.23
2017-11-14,1.19
2017-11-15,1.16
2017-11-16,3.1
2017-11-17,6.27
2017-11-18,6.37
2017-11-19,6.26
2017-11-20,6.3
2017-11-21,6.25
2017-11-22,6.27
2017-11-23,6.21
2017-11-24,6.14
2017-11-25,5.94
2017-11-26,5.69
2017-11-27,7.37
2017-11-28,7.48
2017-11-29,7.34
2017-11-30,7.18
2017-12-01,7.05
2017-12-02,6.83
2017-12-03,6.59
2017-12-04,6.77
2017-12-05,7.41
2017-12-06,7.82
2017-12-07,7.85
2017-12-08,8.14
2017-12-09,8.11
2017-12-10,8.38
2017-12-11,8.53
2017-12-12,8.45
2017-12-13,8.39
2017-12-14,8.25
2017-12-15,7.93
2017-12-16,7.92
2017-12-17,8.45
2017-12-18,8.47
2017-12-19,8.16
2017-12-20,8.2
2017-12-21,8.67
2017-12-22,9.01
2017-12-23,9.19
2017-12-24,9.12
2017-12-25,9.0
2017-12-26,8.69
2017-12-27,8.39
2017-12-28,8.6
2017-12-29,8.54
2017-12-30,8.25
2017-12-31,8.33
2018-01-01,8.4
2018-01-02,8.38
2018-01-03,8.16
2018-01-04,8.34
2018-01-05,8.2
2018-01-06,8.44
2018-01-07,9.34
2018-01-08,8.82
2018-01-09,10.79
2018-01-10,10.94
2018-01-11,10.53
2018-01-12,10.16
2018-01-13,9.66
2018-01-14,9.47
2018-01-15,9.47
2018-01-16,9.5
2018-01-17,9.5
2018-01-18,9.19
2018-01-19,9.87
2018-01-20,10.45
2018-01-21,10.42
2018-01-22,10.16
2018-01-23,10.3
2018-01-24,10.37
2018-01-25,10.91
2018-01-26,11.17
2018-01-27,11.17
2018-01-28,11.0
2018-01-29,10.91
2018-01-30,10.79
2018-01-31,10.65
2018-02-01,10.46
2018-02-02,10.38
2018-02-03,10.34
2018-02-04,10.37
2018-02-05,10.19
2018-02-06,10.19
2018-02-07,9.97
2018-02-08,9.82
2018-02-09,9.54
2018-02-10,9.36
2018-02-11,8.98
2018-02-12,8.27
2018-02-13,9.63
2018-02-14,10.42
2018-02-15,10.75
2018-02-16,11.09
2018-02-17,11.17
2018-02-18,11.03
2018-02-19,11.05
2018-02-20,11.89
2018-02-21,13.17
2018-02-22,13.71
2018-02-23,14.11
2018-02-24,14.13
2018-02-25,13.86
2018-02-26,13.64
2018-02-27,14.06
2018-02-28,13.96
2018-03-01,14.05
2018-03-02,17.81
2018-03-03,19.86
2018-03-04,20.34
2018-03-05,20.31
2018-03-06,20.24
2018-03-07,20.13
2018-03-08,20.01
2018-03-09,20.0
2018-03-10,19.82
2018-03-11,19.79
2018-03-12,19.79
2018-03-13,19.83
2018-03-14,21.19
2018-03-15,21.7
2018-03-16,22.37
2018-03-17,24.02
2018-03-18,24.05
2018-03-19,24.06
2018-03-20,24.06
2018-03-21,24.89
2018-03-22,28.22
2018-03-23,31.09
2018-03-24,31.05
2018-03-25,31.39
2018-03-26,31.34
2018-03-27,31.24
2018-03-28,31.03
2018-03-29,30.68
2018-03-30,30.15
2018-03-31,29.72
2018-04-01,29.24
2018-04-02,28.82
2018-04-03,28.35
2018-04-04,28.25
2018-04-05,28.28
2018-04-06,27.98
2018-04-07,27.67
2018-04-08,26.5
2018-04-09,26.06
2018-04-10,25.82
2018-04-11,25.49
2018-04-12,25.69
2018-04-13,25.64
2018-04-14,25.57
2018-04-15,25.17
2018-04-16,25.72
2018-04-17,26.1
2018-04-18,26.24
2018-04-19,26.24
2018-04-20,26.21
2018-04-21,26.18
2018-04-22,25.51
2018-04-23,24.64
2018-04-24,25.03
2018-04-25,23.19
2018-04-26,19.35
2018-04-27,16.14
2018-04-28,14.73
2018-04-29,13.26
2018-04-30,12.98
2018-05-01,14.21
2018-05-02,16.46
2018-05-03,18.28
2018-05-04,18.56
2018-05-05,17.16
2018-05-06,14.71
2018-05-07,12.89
2018-05-08,11.07
2018-05-09,9.85
2018-05-10,8.81
2018-05-11,8.39
2018-05-12,8.43
2018-05-13,8.75
2018-05-14,9.84
2018-05-15,9.83
2018-05-16,9.2
2018-05-17,8.05
2018-05-18,7.59
2018-05-19,7.11
2018-05-20,6.49
2018-05-21,5.98
2018-05-22,4.66
2018-05-23,3.15
2018-05-24,2.14
2018-05-25,1.73
2018-05-26,1.78
2018-05-27,1.87
2018-05-28,1.73
2018-05-29,1.82
2018-05-30,1.83
2018-05-31,1.73
2018-06-01,2.04
2018-06-02,1.85
2018-06-03,1.93
2018-06-04,1.97
2018-06-05,1.98
